data/ca/43323/10478311/609053334.html,Embassy Suites by Hilton Minneapolis Downtown,"""This upscale, comfortable hotel is a just down the street from Target Field.  I was pleasantly surprised by the beautiful, modern rooms.  The complimentary breakfast is exceptional!  Also very close to some fun shopping.",5,positive
data/ca/43323/10478311/609296932.html,Embassy Suites by Hilton Minneapolis Downtown,"""Great location near sports venues, great restaurants and shopping. Rooms are spacious and very comfortable.\nStaff was very helpful and accommodating. Good breakfast with plenty of choices.Classic restored building.",4,positive
data/ca/43323/10478311/609687472.html,Embassy Suites by Hilton Minneapolis Downtown,"""My boyfriend and I travel fairly regularly.  We probably stay in hotels at least 20 nights a year for a variety of reasons.  In general the staff was very courteous and friendly, but one staff member in particular went out of her way for us.\n\nOn this particular trip in July of this year (2018), I realized a few days after getting home that I was missing a small jewelry box that I use to carry some extra jewelry items when I travel, was missing.  I spoke to Arianna in housekeeping about it.  She was very helpful, taking full descriptions of the box and contents, possible locations it could have fallen in the room, etc.  She stated she would call me back the next day, as there was someone else in the room as a customer at the time, but they would check as soon as they checked out.\n\nShe called the very next day, very disappointed she had not been able to find my jewelry box, stating how they had pulled out furniture and cushions, etc.  I had to interrupt her to tell her I had found the box (it had fallen out into a crack in the car), which she was very happy to hear.  \n\nThis may sound like a small thing, but in my many years of travel, I have misplaced an item a few times and called the hotel to check and received very casual, un-caring service.  I have just been told \""We don't have it\"".  No \""sorry,\""  Or \""we will double check for it.\""  Arianna was very empathic and helpful.  She went out of her way to look for my items and call me back and she clearly cared.  That is great customer service.\n\nThank you!",5,positive
data/ca/43323/10478311/609717349.html,Embassy Suites by Hilton Minneapolis Downtown,"""Great hotel for the price. Large rooms. Fantastic made to order breakfast. The hotel is fairly new so the rooms are modern and clean. Staff is always friendly and helpful. I've stayed here many times and will always be back.",5,positive
data/ca/43323/10478311/611992118.html,Embassy Suites by Hilton Minneapolis Downtown,"""Went to Minneapolis to visit Target Field and US Bank Stadium. Both stadiums are an adjusted easy walk from Embassy Suites. The hotel is Beautiful with clean modern rooms. Cook to order breakfast and the whole breakfast dining area was top notch. Highly recommend!",5,positive
data/ca/43323/10478311/614095002.html,Embassy Suites by Hilton Minneapolis Downtown,"""The hotel has a great breakfast, gym and Happy Hour!!  The staff is extremely helpful!\n\nThe hotel is clean and centrally located to get to all the happenings in Minneapolis easily. It is connected to the skyway for easy access to get around downtown. \n\nLoved this place and I will stay every time I come to Minneapolis.",5,positive
data/ca/43323/10478311/614145972.html,Embassy Suites by Hilton Minneapolis Downtown,"""Sandy was able to secure a conference room for our small group at a moments notice. The space accommodated our needs, was comfortable and provided all of the items needed for our meeting.  Great facility.",5,positive
data/ca/43323/10478311/614659757.html,Embassy Suites by Hilton Minneapolis Downtown,"""Great Hotel! The staff is super friendly and helpful! The rooms are very spacious and clean. A perk is the breakfast and evening reception that is complimentary with your room stay. Always my first pick when choosing a hotel.",5,positive
data/ca/43323/10478311/614672778.html,Embassy Suites by Hilton Minneapolis Downtown,"""I was able to check in quickly. The reception staff was nice and friendly. They also provided me with 2 bottles of water because I\u2019m a hilton honors member. So happy they had this ready without me having to ask for it. \nRooms were really nice and spacious. No complaints. \nThe business center was nice. I was able to access the internet easiky. I was also able to print for free - extremely helpful. The staff also provided me with packing tape for a box I needed shipped. \nLast thing, the staff was extremely accommodating.   They called me regarding an issue with my package with Fedex, they got myself and the Fedex delivery person on the phone and I was able to get my package shipped. Great customer service for going above and beyond.\nI know I vowed to never go to a Hilton again just last month but because of a business trip I had to give them another shot and I\u2019m so glad I did.",5,positive
data/ca/43323/10478311/615156977.html,Embassy Suites by Hilton Minneapolis Downtown,"""We stayed here since we were attending the Metallica concert at the Target Center.  I loved our room!! Very spacious, very clean, it had a very nice vibe!  Microwave and fridge were in the room, plus it was right across the street from Sneaky Petes which we like to visit after concerts.  We enjoyed the pool area which had a TV that could be viewed from the pool.  Only complaint is there is no hot tub.  I would definitely stay here again when attending an event at the Target Center.  ",5,positive
